cultivar,price,note,id,url,image,hybridizer,year,color,parentage,ploidy,bloomseason,budcount,branches,form,bloomsize,bloomhabit,seedlingnum,foliagetype,scapeheight,fragrance,sculpting,rebloom
Papa Goose,"",,166081,https://www.daylilies.org/DaylilyDB/detail.php?id=166081,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/papa goose.jpg,Douglas-H.,2011,coral pink with a darker pink eye and curling petals and sepals,(Lee Reinke × Tropicana Treat),Diploid,"Early-Midseason,Rebloom",18,3,Unusual FormCascade,"8 in, (20 cm)",Diurnal,H08-09,Semi-Evergreen,"32 in, (81 cm)",Fragrant,"",""
Parrot Tattoo,$10.00,,156746,https://www.daylilies.org/DaylilyDB/detail.php?id=156746,https://www.daylilies.org/DaylilyDB/None,Peat,2007,cream pink with large bright red chevron eye and candy apple red gold ruffled knobby edge,(Vivacious Pam × (sdlg × Meet Joe Black)),Tetraploid,"Midseason,Rebloom",24,4,"","5.75 in, (15 cm)",Diurnal,JP-06-07,Semi-Evergreen,"24 in, (61 cm)",Fragrant,"",""
Parrots Hilton,"",,162213,https://www.daylilies.org/DaylilyDB/detail.php?id=162213,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Parrots_Hilton.jpg,Trimmer-J.,2009,orange self above green throat,(sdlg × Tet. Chesapeake Crablegs),Tetraploid,"Early-Midseason,Rebloom",15,1,Unusual FormCrispate,"9 in, (23 cm)",Diurnal,"",Semi-Evergreen,"36 in, (91 cm)","","",""
Passion And Style,$20.00,,152969,https://www.daylilies.org/DaylilyDB/detail.php?id=152969,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Passion_and_Style.jpg,Petit,2006,rose lavender with purple eye and purple gold edge above green throat,((Darla Anita × John Peat) × sdlg),Tetraploid,"Midseason,Rebloom","","","","7 in, (18 cm)",Diurnal,S-07-08,Semi-Evergreen,"29 in, (74 cm)",Fragrant,"",""
Passion District,$10.00,,7959,https://www.daylilies.org/DaylilyDB/detail.php?id=7959,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Passion_District.jpg,Carr,1997,red with a lighter red watermark,(Midnight Magic × Betty Warren Woods),Tetraploid,"Midseason,Rebloom","","","","5.75 in, (15 cm)",Extended,BWW-MM,Evergreen,"28 in, (71 cm)","","",""
Passion For Red,$12.00,,7960,https://www.daylilies.org/DaylilyDB/detail.php?id=7960,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Passion for Red.jpg,Stamile,1994,scarlet red self with deep green throat,((sdlg × Tet. Super Purple) × (sdlg × Tet. When I Dream)),Tetraploid,"Early-Midseason,Rebloom","","","","6.75 in, (17 cm)",Diurnal,T-110-A,Semi-Evergreen,"27 in, (69 cm)",Fragrant,"",""
Passion In Paris,$10.00,,145896,https://www.daylilies.org/DaylilyDB/detail.php?id=145896,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/passion_in_paris.jpg,Petit,2002,red with lighter red watermark above green throat,(Bloodfire × Drowning in Desire),Tetraploid,"Early-Midseason,Rebloom","","","","5.5 in, (14 cm)",Diurnal,02-F-05,Semi-Evergreen,"24 in, (61 cm)","","",""
Pat Neumann,$8.00,,7988,https://www.daylilies.org/DaylilyDB/detail.php?id=7988,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/pat_neumann.jpg,Trimmer,1998,pink and cream blend with green throat,(Almond Puff × Frances Joiner),Diploid,Early-Midseason,25,2,Double 100%,"6 in, (15 cm)",Diurnal,95-28,Dormant,"28 in, (71 cm)",Fragrant,"",""
Path of the Storm,"",,183534,https://www.daylilies.org/DaylilyDB/detail.php?id=183534,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Path of the Storm.jpg,Salter-E.H.,2017,"dark purple with extremely dark violet blue eye, exact yellow green throat pattern with bright yellow lines that burst into the midrib area",(unknown × unknown),Diploid,"Midseason,Rebloom","","","","3.75 in, (10 cm)",Diurnal,ES17-14,Semi-Evergreen,"32 in, (81 cm)","","",""
Patsy Cline,$25.00,,154756,https://www.daylilies.org/DaylilyDB/detail.php?id=154756,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Patsy_Cline.jpg,Smith-FR,2008,orange with ruffled edge and cream midribs,(American Freedom × sdlg),Tetraploid,"Early-Midseason,Rebloom",40,5,"","7 in, (18 cm)",Diurnal,"",Semi-Evergreen,"36 in, (91 cm)","","",""
Peach Sangria,"",,178063,https://www.daylilies.org/DaylilyDB/detail.php?id=178063,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Peach Sangria.jpg,Salter,2015,"bright orange sherbet with a small orange rose eye and a serrated yellow gold edge, mostly double, but also occasionally throws single bloom in the early season, well branched scapes",(unknown × unknown),Tetraploid,"Midseason,Rebloom","","",Double 75%,"6 in, (15 cm)",Diurnal,JS-15-12,Evergreen,"32 in, (81 cm)","","",""
Peacock Curls,$8.00,,8072,https://www.daylilies.org/DaylilyDB/detail.php?id=8072,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Peacock Curls- Wood _1538579076.jpg,Sheppard-Faggard,1995,cream with rose-lavender eyezone above lime green throat,(Peacock Alley × sdlg),Diploid,Midseason-Late,"","","","5.5 in, (14 cm)",Diurnal,MS-3-86,Evergreen,"20 in, (51 cm)","","",""
Peacock Maiden,"",,34358,https://www.daylilies.org/DaylilyDB/detail.php?id=34358,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Peacock-Maiden.jpg,Carpenter-K.,1982,purple with creamy white eyezone and large green throat,((Grape Arbor × sdlg) × sdlg),Diploid,"Midseason,Rebloom","","",Unusual FormCrispate,"9.5 in, (24 cm)",Extended,Feb-80,Evergreen,"31 in, (79 cm)",Fragrant,"",""
Pearlfisher Pink,$8.00,,8083,https://www.daylilies.org/DaylilyDB/detail.php?id=8083,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pearlfisher Pink Williams_1544809815.jpg,Kirchhoff-D.,1995,clear pink with rose band edged in carrot red within gold edge above yellow to green throat,((Song without Words × Still Life) × (Admiral's Braid × Only You)),Tetraploid,"Midseason,Rebloom","","","","6.5 in, (17 cm)",Extended,Pat SWWEFCPTMD,Evergreen,"30 in, (76 cm)",Fragrant,"",""
Peggy Jeffcoat,"",,8094,https://www.daylilies.org/DaylilyDB/detail.php?id=8094,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Peggy_Jeffcoat.jpg,Joiner-J.,1995,yellow self with light green throat,(Jean Swann × Rebecca Marie),Diploid,"Midseason-Late,Rebloom","","",Double,"6.5 in, (17 cm)",Extended,92-DD-JS-RM-1,Dormant,"18 in, (46 cm)","","",""
Pencil Thin Moustache,"",,157167,https://www.daylilies.org/DaylilyDB/detail.php?id=157167,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pencil_Thin_Moustache.jpg,Hansen-D.,2007,cream pink with pale lilac band above cream throat,((sdlg × Praying for Miracles) × Judge Nancy),Tetraploid,"Early,Rebloom",24,4,"","8 in, (20 cm)","",OREDPFMJN,Semi-Evergreen,"33 in, (84 cm)","","",""
Peppermint Pinwheel,$10.00,,151892,https://www.daylilies.org/DaylilyDB/detail.php?id=151892,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Peppermint_Pinwheel.jpg,Salter,2005,rose pink bitone above green throat,"",Tetraploid,"Midseason,Rebloom",30,3,"","6 in, (15 cm)",Diurnal,"",Semi-Evergreen,"30 in, (76 cm)","","",""
Peppermint Truffle,"",,46140,https://www.daylilies.org/DaylilyDB/detail.php?id=46140,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Peppermint_Truffle.jpg,Kirchhoff-D.,1999,clear rose pink self deepening above yellow to green throat,(sdlg × Siloam Double Classic),Diploid,"Midseason,Rebloom",30,5,Double 80%,"5 in, (13 cm)",Extended,TSDCU-1-96,Evergreen,"28 in, (71 cm)","","",""
Persian Market,$8.00,,34540,https://www.daylilies.org/DaylilyDB/detail.php?id=34540,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Persian_Market.jpg,Munson-R.W.,1969,deep rose with rose red eyezone and gold throat,(Milanese × sdlg),Tetraploid,"Midseason,Rebloom","","","","7 in, (18 cm)",Diurnal,"",Evergreen,"27 in, (69 cm)",Fragrant,"",""
Persian Plum,$8.00,,34546,https://www.daylilies.org/DaylilyDB/detail.php?id=34546,https://www.daylilies.org/DaylilyDB/None,Munson-R.W.,1974,mauve plum self with lime gold throat,(Strasbourg × Chicago Regal),Tetraploid,"Early,Rebloom","","","","6 in, (15 cm)",Diurnal,"",Semi-Evergreen,"30 in, (76 cm)","","",""
Persian Ruby,$12.00,,8155,https://www.daylilies.org/DaylilyDB/detail.php?id=8155,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/persian_ruby.jpg,Trimmer,1998,ruby red self with green throat,(Ruby Spider ×  (Nordic Night × Tet. Regal Finale)),Tetraploid,Early-Midseason,30,3,"","7.75 in, (20 cm)",Diurnal,96-51,Dormant,"30 in, (76 cm)","","",""
Peter Fernyhough,$12.00,,153633,https://www.daylilies.org/DaylilyDB/detail.php?id=153633,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Peter_Farnyhough.jpg,Kirchhoff-D.,2005,cabernet red self above lemon to lime throat,(Barcelona Night × Diana Grenfell),Tetraploid,Extra Early,33,5,"","6 in, (15 cm)",Extended,02-208,Semi-Evergreen,"36 in, (91 cm)","","",""
Petruchio,$8.00,,34633,https://www.daylilies.org/DaylilyDB/detail.php?id=34633,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Petruchio.jpg,Munson-R.W.,1987,"peach, rose, and red blend with yellow green throat",(Grand Opera × Riley Barron),Tetraploid,"Early-Midseason,Rebloom","","","","5 in, (13 cm)",Diurnal,"",Semi-Evergreen,"26 in, (66 cm)","","",""
Pieces Of April,$15.00,,161527,https://www.daylilies.org/DaylilyDB/detail.php?id=161527,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pieces of April.jpg,Petit,2010,tangerine with patterned burgundy eye and picotee edge,(Zoe Allegra × (Rock Solid × Bit of Blue)),Tetraploid,"Midseason,Rebloom","","","","4.75 in, (12 cm)",Diurnal,"",Semi-Evergreen,"32 in, (81 cm)","","",""
Piglet,"",,158876,https://www.daylilies.org/DaylilyDB/detail.php?id=158876,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Piglet.jpg,Goudeau,2008,baby ribbon pink with lipstick rose eye,(sdlg × sdlg),Tetraploid,"Midseason-Late,Rebloom",15,4,"","4.75 in, (12 cm)",Extended,7-7-24-3,Semi-Evergreen,"36 in, (91 cm)","","",""
Pigment of Imagination,"",,158620,https://www.daylilies.org/DaylilyDB/detail.php?id=158620,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pigment_of_Imagination.jpg,Norris-R.,2008,red purple with turquoise blend above green throat,(Big Apple × Substantial Evidence),Diploid,Midseason,15,2,"","5 in, (13 cm)",Diurnal,11-Apr,Dormant,"26 in, (66 cm)","","",""
Pimiento Pepper,"",,8215,https://www.daylilies.org/DaylilyDB/detail.php?id=8215,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pimiento Pepper - Joiner Monbeck_1523385020.jpg,Joiner,1993,yellow ochre with light red eyezone above pepper green throat,(Extra Fancy × Jason Salter),Diploid,"Early-Midseason,Rebloom","","","","3.5 in, (9 cm)",Diurnal,91-D-EF-JS-6,Evergreen,"20 in, (51 cm)","","",""
Pinched,$8.00,,157243,https://www.daylilies.org/DaylilyDB/detail.php?id=157243,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pinched.jpg,Anderson-H.,2007,flesh with wine eye above green throat,(unknown × unknown),Diploid,"Early,Rebloom",10,2,"","3.5 in, (9 cm)",Diurnal,4831,Semi-Evergreen,"21 in, (53 cm)","","",""
Pineapple Moon,$12.00,,153043,https://www.daylilies.org/DaylilyDB/detail.php?id=153043,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pineapple_Moon.jpg,Trimmer,2007,intense pineapple orange with small rouge eye above green throat,(Wild Cherry Round Up × sdlg),Tetraploid,"Early-Midseason,Rebloom",30,3,"","5.5 in, (14 cm)",Diurnal,"",Evergreen,"31 in, (79 cm)","","",""
Pink Ambrosia,$8.00,,8249,https://www.daylilies.org/DaylilyDB/detail.php?id=8249,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pink Ambrosia.jpg,Stamile,1994,pink bitone with green throat,(Best Kept Secret × Tet. Barbara Mitchell),Tetraploid,"Early,Rebloom","","","","6.75 in, (17 cm)",Extended,T-241-A,Evergreen,"28 in, (71 cm)","","",""
Pink Enchilada,$10.00,,45793,https://www.daylilies.org/DaylilyDB/detail.php?id=45793,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pink_Enchilada-ned.jpg,Roberts-N.,2005,pink self above yellow green throat,"",Diploid,"Midseason,Rebloom",32,4,"","9 in, (23 cm)",Nocturnal,99-322,Dormant,"26 in, (66 cm)","","",""
Pink Hero,$8.00,,8291,https://www.daylilies.org/DaylilyDB/detail.php?id=8291,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pink_Hero.jpg,Dougherty,1995,pink self with green throat,"",Diploid,Midseason,"","","","7.5 in, (19 cm)",Diurnal,1595P,Dormant,"31 in, (79 cm)","","",""
Pink Ice Ballet,$8.00,,8293,https://www.daylilies.org/DaylilyDB/detail.php?id=8293,https://www.daylilies.org/DaylilyDB/None,Carpenter-J.,1995,pink self with green throat,"",Diploid,"Early-Midseason,Rebloom","","","","5.5 in, (14 cm)",Diurnal,JC-92-47,Semi-Evergreen,"18 in, (46 cm)",Fragrant,"",""
Pink Lemonade Party,"",,154465,https://www.daylilies.org/DaylilyDB/detail.php?id=154465,https://www.daylilies.org/DaylilyDB/None,Salter,2006,pink medium pink bitone with cream edge above green throat,"",Tetraploid,"Midseason,Rebloom",30,4,"","5.5 in, (14 cm)",Diurnal,JS-06-10,Semi-Evergreen,"28 in, (71 cm)",Fragrant,"",""
Pink Rain Dance,$8.00,,8321,https://www.daylilies.org/DaylilyDB/detail.php?id=8321,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/PINK RAIN DANCE revised.jpg,Roberts-N.,1995,pink blend with yellow throat,"",Diploid,Early-Midseason,"","",Unusual FormCrispate,"6.5 in, (17 cm)",Nocturnal,"",Dormant,"30 in, (76 cm)",Fragrant,"",""
Pink Ruffled Lace,"",,166599,https://www.daylilies.org/DaylilyDB/detail.php?id=166599,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/PINK RUFFLED LACE.jpg,Rossie,2011,clear pink with a rosy pink eyezone above a green to chartreuse throat,(Nagasaki × Charming Ethel Smith),Diploid,Midseason,10,2,Double 95%,"5.5 in, (14 cm)",Diurnal,333,Semi-Evergreen,"26 in, (66 cm)","","",""
Pink Whisper,"",,45750,https://www.daylilies.org/DaylilyDB/detail.php?id=45750,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pink_Whisper.jpg,Klehm,2003,peach pink blend above green throat,"",Tetraploid,"Midseason,Rebloom","","","","6.25 in, (16 cm)",Diurnal,RK3-116,Dormant,"26 in, (66 cm)",Fragrant,"",""
Pinwheel Princess,"",,166941,https://www.daylilies.org/DaylilyDB/detail.php?id=166941,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pinwheel Princess.jpg,Salter-E.H.,2010,"lavender rose bitone with paler sepals and a washed petal eye of lighter lavender punctuated by lavender midribs, above a small lime green heart",(unknown × unknown),Diploid,"Early-Midseason,Rebloom","","","","3 in, (8 cm)","","",Evergreen,"24 in, (61 cm)","","",""
Piping Hot Lava,"",,163065,https://www.daylilies.org/DaylilyDB/detail.php?id=163065,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Piping_Hot_Lava.jpg,Shooter-F.,2009,gold orange with large reddish eye above green heart throat,"",Tetraploid,"Midseason,Rebloom",22,4,"","6 in, (15 cm)","","",Semi-Evergreen,"35 in, (89 cm)",Fragrant,"",""
Pirate'S Promise,$8.00,,8359,https://www.daylilies.org/DaylilyDB/detail.php?id=8359,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pirates Promise.jpg,Salter,1995,lavender with purple eyezone above green throat,((Fred Ham × (Pasha's Passport × sdlg)) × (Tet. Lady Mischief × (Well of Souls × sdlg))),Tetraploid,"Midseason,Rebloom","","","","5.5 in, (14 cm)",Diurnal,"",Semi-Evergreen,"28 in, (71 cm)","","",""
Pixie Party,"",,35219,https://www.daylilies.org/DaylilyDB/detail.php?id=35219,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pixie Party.jpg,Salter-E.H.,1985,pale yellow with orange red eyezone and yellow green throat,"",Diploid,Early-Midseason,"","","","2.5 in, (6 cm)",Diurnal,"",Evergreen,"18 in, (46 cm)","","",""
Pizza Pie,"",,170527,https://www.daylilies.org/DaylilyDB/detail.php?id=170527,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/PIZZA PIE.jpg,Lambertson,2012,"cream petals and sepals, purple eye and edge, yellow cream outer edge, green throat",(Ledgewood's Born Free × Blue Hippo),Tetraploid,"Early,Rebloom",20,3,"","6 in, (15 cm)",Diurnal,LL223,Evergreen,"27 in, (69 cm)","","",""
Planet Max,$10.00,,8381,https://www.daylilies.org/DaylilyDB/detail.php?id=8381,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Planet_Max.jpg,Reed,1996,dark purple self with lemon throat,"",Diploid,Early-Midseason,"","",Spider 4.80:1,"7 in, (18 cm)",Diurnal,"",Semi-Evergreen,"42 in, (107 cm)","","",""
Please Say Yes,$12.00,,147790,https://www.daylilies.org/DaylilyDB/detail.php?id=147790,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Please_Say_Yes.jpg,Carpenter-J.,2004,orange bicolor with light coral orange watermark above green throat,((Regal Braid × Pink Super Dormant) × sdlg),Tetraploid,"Midseason,Rebloom",30,3,"","5.75 in, (15 cm)",Diurnal,T-01-RBGT,Semi-Evergreen,"29 in, (74 cm)",Fragrant,"",""
Pocket Change,$10.00,,35344,https://www.daylilies.org/DaylilyDB/detail.php?id=35344,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pocket_Change.jpg,Crochet,1985,dark red with lighter edges and green throat,"",Diploid,Early-Midseason,"","","","4.5 in, (11 cm)",Diurnal,82-50,Semi-Evergreen,"18 in, (46 cm)","","",""
Poetic Voice,$8.00,,8410,https://www.daylilies.org/DaylilyDB/detail.php?id=8410,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Poetic Voice.jpg,Stamile,1993,clear pink self with green throat,(Peach Whisper × Crush on You),Tetraploid,"Late,Rebloom","","","","5.75 in, (15 cm)",Diurnal,0153-A,Semi-Evergreen,"26 in, (66 cm)","","",""
Point Of View,$10.00,,8413,https://www.daylilies.org/DaylilyDB/detail.php?id=8413,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/PointofView.jpg,Roberts-S.,1992,deep signal red self with yellow green throat,(Spider Man × Newberry Amaryllis),Tetraploid,"Early-Midseason,Rebloom","","","","7.5 in, (19 cm)",Extended,S7-752,Dormant,"35 in, (89 cm)","","",""
Pojo,"",,35362,https://www.daylilies.org/DaylilyDB/detail.php?id=35362,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Pojo.jpg,Winniford-E.,1972,dark yellow self,"",Diploid,"Early,Rebloom","","",Double,"3 in, (8 cm)",Extended,EW69-036,Semi-Evergreen,"19 in, (48 cm)","","",""
Ponchatoula Strawberry Fest,$10.00,,150172,https://www.daylilies.org/DaylilyDB/detail.php?id=150172,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Ponchatoula_Strawberry_Fest.jpg,Anderson-H.,2004,pink with deep rose eye and edge above yellow to green throat,(unknown × unknown),Tetraploid,"Early,Rebloom",20,3,"","5 in, (13 cm)",Diurnal,HA9935R,Semi-Evergreen,"23 in, (58 cm)","","",""
Poseidon,$10.00,,35484,https://www.daylilies.org/DaylilyDB/detail.php?id=35484,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Poseidon.jpg,Kirchhoff-D.,1984,black cherry red edged buff with yellow green throat,(((sdlg × Karmic Treasure) × Double Razzle Dazzle) × Mozambique),Diploid,"Early-Midseason,Rebloom","","",Double,"5.5 in, (14 cm)",Diurnal,SOM-3,Evergreen,"28 in, (71 cm)","","",""
Powerpuff Girls,$12.00,,171784,https://www.daylilies.org/DaylilyDB/detail.php?id=171784,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Powerpuff-Girls.jpg,Gossard,2013,creamy pink polychrome with yellow green throat,(Double Dish × Nuclear Blast),Diploid,"Midseason,Rebloom",28,5,Unusual FormCascadeDouble 99%,"8 in, (20 cm)",Diurnal,Ddnblast,Dormant,"38 in, (97 cm)",Fragrant,"",""
Prairie Fire,$8.00,,8469,https://www.daylilies.org/DaylilyDB/detail.php?id=8469,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/PRAIRIE FIRE.jpg,Salter,1996,yellow cream with red coral eyezone and green throat,"",Tetraploid,"Midseason,Rebloom","","","","5.5 in, (14 cm)",Diurnal,"",Semi-Evergreen,"26 in, (66 cm)","","",""
Prickled Petals,$10.00,,8520,https://www.daylilies.org/DaylilyDB/detail.php?id=8520,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Prickled_Petals.jpg,Joiner,1998,seashell pink with smoky grape eye and edge above light green throat,(sdlg × Regal Braid),Tetraploid,"Midseason-Late,Rebloom",30,4,"","5 in, (13 cm)",Diurnal,96-T-MF-Sib-RB-93,Evergreen,"24 in, (61 cm)","","",""
Prima Donna,$6.00,,35719,https://www.daylilies.org/DaylilyDB/detail.php?id=35719,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Prima Donna_1504189873.jpg,Taylor-B.,1946,ROL2-P: Red orange light polychrome,"",Diploid,"Midseason,Rebloom","","","","",Extended,#2-1,"","36 in, (91 cm)","","",""
Primal Scream,$8.00,,8527,https://www.daylilies.org/DaylilyDB/detail.php?id=8527,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Primal Scream.jpg,Hanson-C.,1994,orange tangerine self with green throat,(Tangerine Parfait × Mauna Loa),Tetraploid,Midseason-Late,"","",Unusual FormCrispate-Cascade,"7.5 in, (19 cm)",Diurnal,WHAMML,Dormant,"34 in, (86 cm)","","",""
Prince Charming Returns,$8.00,,8534,https://www.daylilies.org/DaylilyDB/detail.php?id=8534,https://www.daylilies.org/DaylilyDB/AHSPhoto/P/Prince_Charming_Returns.jpg,Salter,1996,red grape self and green throat,(Taken by Storm × Midnight Rambler),Tetraploid,"Midseason,Rebloom","","","","4.5 in, (11 cm)",Diurnal,"",Semi-Evergreen,"28 in, (71 cm)","","",""
